Feature_1,Feature_2
-1.7185090263632263,-1.0970980641249
-1.8194905018305207,-1.0842701671606503
-0.5355079058884573,0.032905758074908115
-0.3975214041266104,-0.01067600824496712
-0.07157152239774264,0.5936932549827411
0.5302102591877036,0.3005494080536225
0.01407481048774864,0.40627805177285625
-1.5315021428962692,-0.9727439498797257
0.008615559234941174,0.3927054277098885
-1.8822197282168929,-1.4157516730275874
-0.4627307154241534,0.355222657106061
1.4338673928360026,-1.3060219359007497
2.1052923621840343,-1.18557405105085
1.9227100067883098,-1.681026046086322
1.564911341321412,-1.5953020239986027
-1.4619393036306991,-1.2586233439342578
0.11481702965327294,0.8141931658789018
1.3584299318773798,-1.2855032642912734
2.0069453580017416,-1.240375712744508
-0.6990127151091318,0.15083683116332203
-1.8016834695544153,-1.687645409328169
1.422091663827806,-1.3177192952437216
-1.729847989334942,-1.4093942678556346
-1.9098772868324805,-1.457425481419533
-1.622853827296238,-1.2748279737591035
1.7594233132545354,-1.1866010090996928
1.8296293993839645,-1.08506493085084
-0.4236211426507007,0.3031344969735273
1.9723754104836615,-1.6796566411749743
-1.8558681554192549,-1.4071417705977087
1.7819612981756172,-1.2637582985832536
0.1274226260075219,-0.09770639297575881
-0.39237180164708646,0.39427983061830457
-0.4208314997743833,0.30047744912575575
1.0219946573852965,-1.2926855104174906
0.18843638885448183,-0.20952603976970663
-1.3189629203923443,-1.3913628408321583
0.7059961530344683,-1.5825297077200124
1.3473974710788668,-1.3940060828971308
-1.5079143280884886,-1.2962967160511198
-1.9872685475081961,-1.6236587212006084
-1.8202125783664107,-1.4488014814808658
-0.296667028341126,0.22826464801532054
-1.488670735056011,-1.012669113955853
1.3623438896800353,-1.174639747211056
1.6965492815773227,-1.0654928459431434
1.4662890582607913,-1.1556402730462794
-0.08706895148045164,-0.19091880951213816
-1.5707314076158023,-1.3704147352036449
0.2953950662849617,0.38376186123634226
-1.756877538439127,-1.2518343446735376
0.07791335032261268,0.1369785560238416
0.007857993015292093,0.13649472020418052
-2.0449144490968005,-1.290194363098613
1.220580027902319,-1.1176054704403109
1.6794249507102113,-1.1300784772499626
-0.0195452654060907,0.27406399861017366
-0.5979061714963144,0.21401595330186632
-1.7606404157129099,-1.3933641654056272
1.4941301903849078,-1.4553294957706457
-0.37442414960806764,0.6225379315190744
-1.6155877265712197,-1.4294965655891192
-1.9357393379087033,-1.6753867634777635
0.3005180707044193,-0.08679235910355186
1.1902344437580639,-1.5618088633535927
0.5368398922849787,0.211007007254659
0.18113315806627,-0.11333449878922233
1.307354678922226,-1.3515666714851442
-1.8243067674289577,-1.3817597927525087
1.3950679341990313,-1.1339451102597693
-1.2894543779763752,-1.1536138495730568
-1.8374510517859477,-1.2144549160142881
2.0996309846284382,-1.0901724060002151
-0.16175526137111218,0.972692790100711
-0.04342771574853368,0.008121463578767201
-2.1480014472842583,-1.4719149116370625
-2.380513842642847,-1.1405756751783023
1.621221863620301,-1.48637597720283
-1.9178606066725425,-1.4113352758541216
1.482581343761676,-1.6360048130619034
-0.5794510614514868,0.17928549988239917
-1.8756896514636778,-1.1908983852449189
-1.6984691946763686,-1.3934719259801358
-0.006256754761231373,-0.21397674095076338
1.599932564320504,-1.4809942149648267
-1.6759547088759592,-1.813090353227465
1.9603202420402412,-1.63361880793255
-1.6745731957935042,-1.1054493253717534
-1.6369262723214344,-1.795307570098926
1.850445876432357,-1.3348683135350194
1.6820358253289043,-1.214330796285501
-0.47755696084917687,-0.23633363341993593
1.1534148848213372,-1.4532309361639824
1.8774036553940399,-1.5067155810714992
-1.486067369443958,-1.6295561869740014
0.09373242283400311,0.2476332965264596
-0.14837540715399164,0.3724117773699049
-0.10083723215020389,0.26084893132704645
-1.6058301804080415,-1.4917428006116973
-1.8217863527367208,-1.2074430238953124
1.4247987439985468,-1.4937079369699837
-1.9988726628313593,-1.2473854701594582
1.7960971137756057,-1.1813916520511103
-0.1382735151121264,0.24899852750923132
-1.3157811013942384,-1.4613783076645726
1.342279775648519,-1.3647827750821284
-1.6771795213532352,-1.4088924571391295
-0.05623173321381434,0.8958156888130666
1.376249839023536,-1.1332673852799
1.5777051944025344,-1.1788209123392719
-0.12818025218910703,0.2796693850121928
1.6635310637354173,-1.1518905178405354
-0.15549676917082017,-0.06676089032976491
1.2363231284919807,-1.4173887738250759
-1.6105119184018089,-1.7593439847070627
1.5087688668620498,-1.1964899444415205
1.5663461978677586,-1.4295519367538814
-0.33019573692367055,0.06240376990799724
1.560050198065258,-1.4932940866956175
-1.8561456449218434,-0.8939304293450673
2.1496509030012745,-1.7842927586590955
0.23711066331028102,0.282281575804454
-0.1871084489276955,-0.081285244132298
-0.35083370955030196,-0.29449872930506577
0.01939558911093144,-0.054976280322691536
-1.4319024123337885,-1.1143935076479703
-0.0019154071869173486,0.5498903919657737
-1.9629724563149364,-1.2620951724416014
0.0055656991971249495,0.2624336580557375
-0.0568883149986952,-0.18322660083244882
-1.6455266500869685,-1.8064121054499487
-0.3647094251368231,-0.08533456087588395
1.7265270006595725,-1.7233602452424788
0.1912111423127777,0.7263241291166777
0.3798339815899696,-0.26068828683029016
2.1024573162669524,-1.8045970934197302
-1.7033050040492617,-1.5905064395333421
-1.6137222113348508,-1.103797611421001
1.6820390523137914,-0.41507372980786084
1.6409758811161481,-1.5031824504637636
-2.083977820285581,-1.5096298991040593
-1.8412505753763118,-1.3107658487394374
1.4255817592506193,-1.0766512797207757
-1.6822513132653758,-1.6783656507819018
-1.7091069350811658,-0.9627826843118008
-0.22082289957273774,0.4150198576603939
-1.6058926511493012,-0.9691517322422624
-0.3628720299022726,0.204767509958397
1.6411764453674433,-1.2030805548243877
1.293173055668288,-1.2267022423552427
0.36556709066350385,0.6427111543871258
0.2523517822273952,0.8233205747565732
0.45163435321089024,0.6908698131909417
0.5622882006213235,0.8504355568771098
0.010985030502220453,0.7452836108452856
-0.1678119614284359,1.0139720381547972
0.39661871924984626,0.619378286913476
-0.0706577847982645,0.8707377290878359
-0.33540308421938625,0.9560801319832779
0.25519903547611256,0.820131682926174
